Year,Пол,Страна ,Value
2002,Всего,Hungary,72.34878049
2003,Всего,Hungary,72.3
2004,Всего,Hungary,72.64878049
2005,Всего,Hungary,72.64878049
2006,Всего,Hungary,73.09756098
2007,Всего,Hungary,73.15121951
2008,Всего,Hungary,73.70243902
2009,Всего,Hungary,73.90487805
2010,Всего,Hungary,74.20731707
2011,Всего,Hungary,74.85853659
2012,Всего,Hungary,75.06341463
2013,Всего,Hungary,75.56585366
2014,Всего,Hungary,75.76341463
2015,Всего,Hungary,75.56829268
2016,Всего,Hungary,76.06341463
2017,Всего,Hungary,75.81707317
2018,Всего,Hungary,76.06585366
2019,Всего,Hungary,76.3195122
2020,Всего,Hungary,75.56829268
2021,Всего,Hungary,74.46585366
1998,Мужчины,Hungary,66.15
1999,Мужчины,Hungary,66.36
2000,Мужчины,Hungary,67.1
2001,Мужчины,Hungary,68.2
2002,Мужчины,Hungary,68.3
2003,Мужчины,Hungary,68.3
2004,Мужчины,Hungary,68.6
2005,Мужчины,Hungary,68.6
2006,Мужчины,Hungary,69.0
2007,Мужчины,Hungary,69.2
2008,Мужчины,Hungary,69.8
2009,Мужчины,Hungary,70.1
2010,Мужчины,Hungary,70.5
2011,Мужчины,Hungary,71.2
2012,Мужчины,Hungary,71.6
2013,Мужчины,Hungary,72.2
2014,Мужчины,Hungary,72.3
2015,Мужчины,Hungary,72.3
2016,Мужчины,Hungary,72.6
2017,Мужчины,Hungary,72.5
2018,Мужчины,Hungary,72.7
2019,Мужчины,Hungary,73.1
2020,Мужчины,Hungary,72.3
2021,Мужчины,Hungary,71.1
1998,Женщины,Iceland,81.6
1999,Женщины,Iceland,81.4
2000,Женщины,Iceland,81.6
2001,Женщины,Iceland,83.2
2002,Женщины,Iceland,82.5
2003,Женщины,Iceland,82.5
2004,Женщины,Iceland,83.2
2005,Женщины,Iceland,83.5
2006,Женщины,Iceland,82.9
2007,Женщины,Iceland,83.4
2008,Женщины,Iceland,83.3
2009,Женщины,Iceland,83.8
2010,Женщины,Iceland,84.1
2011,Женщины,Iceland,84.1
2012,Женщины,Iceland,84.3
2013,Женщины,Iceland,83.7
2014,Женщины,Iceland,84.5
2015,Женщины,Iceland,83.8
2016,Женщины,Iceland,84.1
2017,Женщины,Iceland,84.3
2018,Женщины,Iceland,84.5
2019,Женщины,Iceland,84.7
2020,Женщины,Iceland,84.6
2021,Женщины,Iceland,84.5
1998,Всего,Iceland,79.60243902
1999,Всего,Iceland,79.35121951
2000,Всего,Iceland,79.65365854
2001,Всего,Iceland,80.6902439
2002,Всего,Iceland,80.50243902
2003,Всего,Iceland,80.96341463
2004,Всего,Iceland,80.99756098
2005,Всего,Iceland,81.50243902
2006,Всего,Iceland,81.15853659
2007,Всего,Iceland,81.45365854
2008,Всего,Iceland,81.6097561
2009,Всего,Iceland,81.75121951
2010,Всего,Iceland,81.89756098
2011,Всего,Iceland,82.35853659
2012,Всего,Iceland,82.91707317
2013,Всего,Iceland,82.06097561
2014,Всего,Iceland,82.86097561
2015,Всего,Iceland,82.46829268
2016,Всего,Iceland,82.20487805
2017,Всего,Iceland,82.66097561
2018,Всего,Iceland,82.86097561
2019,Всего,Iceland,83.16341463
2020,Всего,Iceland,83.06341463
2021,Всего,Iceland,83.11707317
1998,Мужчины,Iceland,77.7
1999,Мужчины,Iceland,77.4
2000,Мужчины,Iceland,77.8
2001,Мужчины,Iceland,78.3
2002,Мужчины,Iceland,78.6
2003,Мужчины,Iceland,79.5
2004,Мужчины,Iceland,78.9
2005,Мужчины,Iceland,79.6
2006,Мужчины,Iceland,79.5
2007,Мужчины,Iceland,79.6
2008,Мужчины,Iceland,80.0
2009,Мужчины,Iceland,79.8
2010,Мужчины,Iceland,79.8
2011,Мужчины,Iceland,80.7
2012,Мужчины,Iceland,81.6
2013,Мужчины,Iceland,80.5
2014,Мужчины,Iceland,81.3
2015,Мужчины,Iceland,81.2
2016,Мужчины,Iceland,80.4
2017,Мужчины,Iceland,81.1
2018,Мужчины,Iceland,81.3
2019,Мужчины,Iceland,81.7
2020,Мужчины,Iceland,81.6
2021,Мужчины,Iceland,81.8
1998,Женщины,Ireland,79.1
1999,Женщины,Ireland,78.9
2000,Женщины,Ireland,79.2
2001,Женщины,Ireland,79.9
2002,Женщины,Ireland,80.4
2003,Женщины,Ireland,80.7
2004,Женщины,Ireland,81.1
2005,Женщины,Ireland,81.3
2006,Женщины,Ireland,81.7
2007,Женщины,Ireland,82.1
2008,Женщины,Ireland,82.4
2009,Женщины,Ireland,82.7
2010,Женщины,Ireland,83.1
2011,Женщины,Ireland,83.0
2012,Женщины,Ireland,83.1
2013,Женщины,Ireland,83.1
2014,Женщины,Ireland,83.5
2015,Женщины,Ireland,83.4
2016,Женщины,Ireland,83.6
2017,Женщины,Ireland,84.0
2018,Женщины,Ireland,84.1
2019,Женщины,Ireland,84.7
2020,Женщины,Ireland,84.4
2021,Женщины,Ireland,84.1
1998,Всего,Ireland,76.1804878
1999,Всего,Ireland,76.08292683
2000,Всего,Ireland,76.53658537
2001,Всего,Ireland,77.13414634
2002,Всего,Ireland,77.63414634
2003,Всего,Ireland,78.13902439
2004,Всего,Ireland,78.53902439
2005,Всего,Ireland,78.94390244
2006,Всего,Ireland,79.24146341
2007,Всего,Ireland,79.64146341
2008,Всего,Ireland,80.09512195
2009,Всего,Ireland,80.1902439
2010,Всего,Ireland,80.74390244
2011,Всего,Ireland,80.74634146
2012,Всего,Ireland,80.84634146
2013,Всего,Ireland,80.94878049
2014,Всего,Ireland,81.34878049
2015,Всего,Ireland,81.45365854
2016,Всего,Ireland,81.65365854
2017,Всего,Ireland,82.15609756
2018,Всего,Ireland,82.20487805
2019,Всего,Ireland,82.70243902
2020,Всего,Ireland,82.55609756
2021,Всего,Ireland,82.10243902
1998,Мужчины,Ireland,73.4
1999,Мужчины,Ireland,73.4
2000,Мужчины,Ireland,74.0
2001,Мужчины,Ireland,74.5
2002,Мужчины,Ireland,75.0
2003,Мужчины,Ireland,75.7
2004,Мужчины,Ireland,76.1
2005,Мужчины,Ireland,76.7
2006,Мужчины,Ireland,76.9
2007,Мужчины,Ireland,77.3
2008,Мужчины,Ireland,77.9
2009,Мужчины,Ireland,77.8
2010,Мужчины,Ireland,78.5
2011,Мужчины,Ireland,78.6
2012,Мужчины,Ireland,78.7
2013,Мужчины,Ireland,78.9
2014,Мужчины,Ireland,79.3
2015,Мужчины,Ireland,79.6
2016,Мужчины,Ireland,79.8
2017,Мужчины,Ireland,80.4
2018,Мужчины,Ireland,80.4
2019,Мужчины,Ireland,80.8
2020,Мужчины,Ireland,80.8
2021,Мужчины,Ireland,80.2
1998,Женщины,Italy,82.1
1999,Женщины,Italy,82.6
2000,Женщины,Italy,82.8
2001,Женщины,Italy,83.2
2002,Женщины,Italy,83.2
2003,Женщины,Italy,82.8
2004,Женщины,Italy,83.7
2005,Женщины,Italy,83.6
2006,Женщины,Italy,84.1
2007,Женщины,Italy,84.2
2008,Женщины,Italy,84.2
2009,Женщины,Italy,84.3
2010,Женщины,Italy,84.7
2011,Женщины,Italy,84.8
2012,Женщины,Italy,84.8
2013,Женщины,Italy,85.2
2014,Женщины,Italy,85.6
2015,Женщины,Italy,84.9
2016,Женщины,Italy,85.6
2017,Женщины,Italy,85.2
2018,Женщины,Italy,85.6
2019,Женщины,Italy,85.7
2020,Женщины,Italy,84.5
2021,Женщины,Italy,85.1
1998,Всего,Italy,78.97560976
1999,Всего,Italy,79.42439024
2000,Всего,Italy,79.77804878
2001,Всего,Italy,80.12682927
2002,Всего,Italy,80.22926829
2003,Всего,Italy,79.98292683
2004,Всего,Italy,80.7804878
2005,Всего,Italy,80.78292683
2006,Всего,Italy,81.28292683
2007,Всего,Italy,81.43414634
2008,Всего,Italy,81.48536585
2009,Всего,Italy,81.63658537
2010,Всего,Italy,82.03658537
2011,Всего,Italy,82.18780488
2012,Всего,Italy,82.23902439
2013,Всего,Italy,82.6902439
2014,Всего,Italy,83.0902439
2015,Всего,Italy,82.54390244
2016,Всего,Italy,83.24390244
2017,Всего,Italy,82.94634146
2018,Всего,Italy,83.34634146
2019,Всего,Italy,83.49756098
2020,Всего,Italy,82.19512195
2021,Всего,Italy,82.79512195
1998,Мужчины,Italy,76.0
1999,Мужчины,Italy,76.4
2000,Мужчины,Italy,76.9
2001,Мужчины,Italy,77.2
2002,Мужчины,Italy,77.4
2003,Мужчины,Italy,77.3
2004,Мужчины,Italy,78.0
2005,Мужчины,Italy,78.1
2006,Мужчины,Italy,78.6
2007,Мужчины,Italy,78.8
2008,Мужчины,Italy,78.9
2009,Мужчины,Italy,79.1
2010,Мужчины,Italy,79.5
2011,Мужчины,Italy,79.7
2012,Мужчины,Italy,79.8
2013,Мужчины,Italy,80.3
2014,Мужчины,Italy,80.7
2015,Мужчины,Italy,80.3
2016,Мужчины,Italy,81.0
2017,Мужчины,Italy,80.8
2018,Мужчины,Italy,81.2
2019,Мужчины,Italy,81.4
2020,Мужчины,Italy,80.0
2021,Мужчины,Italy,80.6
1998,Женщины,Latvia,74.8
1999,Женщины,Latvia,75.29
2000,Женщины,Latvia,76.0
2001,Женщины,Latvia,76.6
2002,Женщины,Latvia,76.8
2003,Женщины,Latvia,76.9
2004,Женщины,Latvia,77.2
2005,Женщины,Latvia,77.4
2006,Женщины,Latvia,76.5
2007,Женщины,Latvia,76.5
2008,Женщины,Latvia,77.9
2009,Женщины,Latvia,78.1
2010,Женщины,Latvia,78.4
2011,Женщины,Latvia,78.8
2012,Женщины,Latvia,78.9
2013,Женщины,Latvia,78.9
2014,Женщины,Latvia,79.4
2015,Женщины,Latvia,79.5
2016,Женщины,Latvia,79.6
2017,Женщины,Latvia,79.7
2018,Женщины,Latvia,79.7
2019,Женщины,Latvia,80.1
2020,Женщины,Latvia,80.0
2021,Женщины,Latvia,78.2
1998,Всего,Latvia,69.01219512
1999,Всего,Latvia,69.74292683
2000,Всего,Latvia,70.31463415
2001,Всего,Latvia,70.76097561
2002,Всего,Latvia,70.96097561
2003,Всего,Latvia,71.26585366
2004,Всего,Latvia,72.02682927
2005,Всего,Latvia,71.35609756
2006,Всего,Latvia,70.86585366
2007,Всего,Latvia,71.0195122
2008,Всего,Latvia,72.4195122
2009,Всего,Latvia,73.0804878
2010,Всего,Latvia,73.48292683
2011,Всего,Latvia,73.57560976
2012,Всего,Latvia,73.77804878
2013,Всего,Latvia,73.98292683
2014,Всего,Latvia,74.12439024
2015,Всего,Latvia,74.4804878
2016,Всего,Latvia,74.5804878
2017,Всего,Latvia,74.62926829
2018,Всего,Latvia,74.78292683
2019,Всего,Latvia,75.38780488
2020,Всего,Latvia,75.18536585
2021,Всего,Latvia,73.28292683
1998,Мужчины,Latvia,63.5
1999,Мужчины,Latvia,64.46
2000,Мужчины,Latvia,64.9
2001,Мужчины,Latvia,65.2
2002,Мужчины,Latvia,65.4
2003,Мужчины,Latvia,65.9
2004,Мужчины,Latvia,67.1
2005,Мужчины,Latvia,65.6
2006,Мужчины,Latvia,65.5
2007,Мужчины,Latvia,65.8
2008,Мужчины,Latvia,67.2
2009,Мужчины,Latvia,68.3
2010,Мужчины,Latvia,68.8
2011,Мужчины,Latvia,68.6
2012,Мужчины,Latvia,68.9
2013,Мужчины,Latvia,69.3
2014,Мужчины,Latvia,69.1
2015,Мужчины,Latvia,69.7
2016,Мужчины,Latvia,69.8
2017,Мужчины,Latvia,69.8
2018,Мужчины,Latvia,70.1
2019,Мужчины,Latvia,70.9
2020,Мужчины,Latvia,70.6
2021,Мужчины,Latvia,68.6
1998,Женщины,Liechtenstein,82.1
1999,Женщины,Liechtenstein,82.9
2000,Женщины,Liechtenstein,79.9
2001,Женщины,Liechtenstein,82.4
2002,Женщины,Liechtenstein,82.3
2003,Женщины,Liechtenstein,81.6
2004,Женщины,Liechtenstein,85.1
2005,Женщины,Liechtenstein,84.1
2006,Женщины,Liechtenstein,83.1
2007,Женщины,Liechtenstein,83.6
2008,Женщины,Liechtenstein,85.5
2009,Женщины,Liechtenstein,83.6
2010,Женщины,Liechtenstein,84.3
2011,Женщины,Liechtenstein,84.2
2012,Женщины,Liechtenstein,85.2
2013,Женщины,Liechtenstein,83.9
2014,Женщины,Liechtenstein,83.2
2015,Женщины,Liechtenstein,84.5
2016,Женщины,Liechtenstein,84.0
2017,Женщины,Liechtenstein,86.0
2018,Женщины,Liechtenstein,85.5
2019,Женщины,Liechtenstein,85.8
2020,Женщины,Liechtenstein,83.4
2021,Женщины,Liechtenstein,86.4
1998,Всего,Liechtenstein,77.74634146
1999,Всего,Liechtenstein,79.1097561
2000,Всего,Liechtenstein,76.82682927
2001,Всего,Liechtenstein,79.27560976
2002,Всего,Liechtenstein,79.63658537
2003,Всего,Liechtenstein,79.96097561
2004,Всего,Liechtenstein,81.77073171
2005,Всего,Liechtenstein,80.66829268
2006,Всего,Liechtenstein,80.94878049
2007,Всего,Liechtenstein,81.29512195
2008,Всего,Liechtenstein,82.68292683
2009,Всего,Liechtenstein,81.5
2010,Всего,Liechtenstein,81.84146341
2011,Всего,Liechtenstein,81.79268293
2012,Всего,Liechtenstein,82.38292683
2013,Всего,Liechtenstein,82.26097561
2014,Всего,Liechtenstein,82.07317073
2015,Всего,Liechtenstein,82.65609756
2016,Всего,Liechtenstein,82.25853659
2017,Всего,Liechtenstein,83.74634146
2018,Всего,Liechtenstein,83.04146341
2019,Всего,Liechtenstein,84.16097561
2020,Всего,Liechtenstein,81.65853659
2021,Всего,Liechtenstein,84.40243902
1998,Мужчины,Liechtenstein,73.6
1999,Мужчины,Liechtenstein,75.5
2000,Мужчины,Liechtenstein,73.9
2001,Мужчины,Liechtenstein,76.3
2002,Мужчины,Liechtenstein,77.1
2003,Мужчины,Liechtenstein,78.4
2004,Мужчины,Liechtenstein,78.6
2005,Мужчины,Liechtenstein,77.4
2006,Мужчины,Liechtenstein,78.9
2007,Мужчины,Liechtenstein,79.1
2008,Мужчины,Liechtenstein,80.0
2009,Мужчины,Liechtenstein,79.5
2010,Мужчины,Liechtenstein,79.5
2011,Мужчины,Liechtenstein,79.5
2012,Мужчины,Liechtenstein,79.7
2013,Мужчины,Liechtenstein,80.7
2014,Мужчины,Liechtenstein,81.0
2015,Мужчины,Liechtenstein,80.9
2016,Мужчины,Liechtenstein,80.6
2017,Мужчины,Liechtenstein,81.6
2018,Мужчины,Liechtenstein,80.7
2019,Мужчины,Liechtenstein,82.6
2020,Мужчины,Liechtenstein,80.0
2021,Мужчины,Liechtenstein,82.5
1998,Женщины,Lithuania,76.7
1999,Женщины,Lithuania,77.0
2000,Женщины,Lithuania,77.5
2001,Женщины,Lithuania,77.6
2002,Женщины,Lithuania,77.6
2003,Женщины,Lithuania,77.9
2004,Женщины,Lithuania,77.8
2005,Женщины,Lithuania,77.4
2006,Женщины,Lithuania,77.1
2007,Женщины,Lithuania,77.2
2008,Женщины,Lithuania,77.6
2009,Женщины,Lithuania,78.6
2010,Женщины,Lithuania,78.8
2011,Женщины,Lithuania,79.3
2012,Женщины,Lithuania,79.6
2013,Женщины,Lithuania,79.6
2014,Женщины,Lithuania,80.1
2015,Женщины,Lithuania,79.7
2016,Женщины,Lithuania,80.1
2017,Женщины,Lithuania,80.5
2018,Женщины,Lithuania,80.7
2019,Женщины,Lithuania,81.2
2020,Женщины,Lithuania,80.1
2021,Женщины,Lithuania,79.0
1998,Всего,Lithuania,71.2195122
1999,Всего,Lithuania,71.57073171
2000,Всего,Lithuania,72.0195122
2001,Всего,Lithuania,71.65853659
2002,Всего,Lithuania,71.76097561
2003,Всего,Lithuania,72.06097561
2004,Всего,Lithuania,71.96097561
2005,Всего,Lithuania,71.25365854
2006,Всего,Lithuania,71.05609756
2007,Всего,Lithuania,70.9
2008,Всего,Lithuania,71.81219512
2009,Всего,Lithuania,72.91463415
2010,Всего,Lithuania,73.26829268
2011,Всего,Lithuania,73.56341463
2012,Всего,Lithuania,73.86341463
2013,Всего,Lithuania,73.91463415
2014,Всего,Lithuania,74.51707317
2015,Всего,Lithuania,74.32195122
2016,Всего,Lithuania,74.67073171
2017,Всего,Lithuania,75.4804878
2018,Всего,Lithuania,75.6804878
2019,Всего,Lithuania,76.28292683
2020,Всего,Lithuania,74.97804878
2021,Всего,Lithuania,74.33902439
1998,Мужчины,Lithuania,66.0
1999,Мужчины,Lithuania,66.4
2000,Мужчины,Lithuania,66.8
2001,Мужчины,Lithuania,66.0
2002,Мужчины,Lithuania,66.2
2003,Мужчины,Lithuania,66.5
2004,Мужчины,Lithuania,66.4
2005,Мужчины,Lithuania,65.4
2006,Мужчины,Lithuania,65.3
2007,Мужчины,Lithuania,64.9
2008,Мужчины,Lithuania,66.3
2009,Мужчины,Lithuania,67.5
2010,Мужчины,Lithuania,68.0
2011,Мужчины,Lithuania,68.1
2012,Мужчины,Lithuania,68.4
2013,Мужчины,Lithuania,68.5
2014,Мужчины,Lithuania,69.2
2015,Мужчины,Lithuania,69.2
2016,Мужчины,Lithuania,69.5
2017,Мужчины,Lithuania,70.7
2018,Мужчины,Lithuania,70.9
2019,Мужчины,Lithuania,71.6
2020,Мужчины,Lithuania,70.1
2021,Мужчины,Lithuania,69.9
1998,Женщины,Luxembourg,80.5
1999,Женщины,Luxembourg,81.1
2000,Женщины,Luxembourg,81.1
2001,Женщины,Luxembourg,81.0
2002,Женщины,Luxembourg,81.5
2003,Женщины,Luxembourg,80.8
2004,Женщины,Luxembourg,82.4
2005,Женщины,Luxembourg,82.3
2006,Женщины,Luxembourg,81.9
2007,Женщины,Luxembourg,82.2
2008,Женщины,Luxembourg,83.1
2009,Женщины,Luxembourg,83.3
2010,Женщины,Luxembourg,83.5
2011,Женщины,Luxembourg,83.6
2012,Женщины,Luxembourg,83.8
2013,Женщины,Luxembourg,83.9
2014,Женщины,Luxembourg,85.2
2015,Женщины,Luxembourg,84.7
2016,Женщины,Luxembourg,85.4
2017,Женщины,Luxembourg,84.4
2018,Женщины,Luxembourg,84.6
2019,Женщины,Luxembourg,85.2
2020,Женщины,Luxembourg,84.5
2021,Женщины,Luxembourg,84.9
1998,Всего,Luxembourg,77.01707317
1999,Всего,Luxembourg,77.77073171
2000,Всего,Luxembourg,77.87317073
2001,Всего,Luxembourg,77.82439024
2002,Всего,Luxembourg,77.96585366
2003,Всего,Luxembourg,77.72682927
2004,Всего,Luxembourg,79.12195122
2005,Всего,Luxembourg,79.43170732
2006,Всего,Luxembourg,79.28780488
2007,Всего,Luxembourg,79.38292683
2008,Всего,Luxembourg,80.53902439
2009,Всего,Luxembourg,80.63658537
2010,Всего,Luxembourg,80.63170732
2011,Всего,Luxembourg,80.98780488
2012,Всего,Luxembourg,81.39268293
2013,Всего,Luxembourg,81.8
2014,Всего,Luxembourg,82.22926829
2015,Всего,Luxembourg,82.29268293
2016,Всего,Luxembourg,82.68536585
2017,Всего,Luxembourg,82.09512195
2018,Всего,Luxembourg,82.29512195
2019,Всего,Luxembourg,82.63902439
2020,Всего,Luxembourg,82.14390244
2021,Всего,Luxembourg,82.74878049
1998,Мужчины,Luxembourg,73.7
1999,Мужчины,Luxembourg,74.6
2000,Мужчины,Luxembourg,74.8
2001,Мужчины,Luxembourg,74.8
2002,Мужчины,Luxembourg,74.6
2003,Мужчины,Luxembourg,74.8
2004,Мужчины,Luxembourg,76.0
2005,Мужчины,Luxembourg,76.7
2006,Мужчины,Luxembourg,76.8
2007,Мужчины,Luxembourg,76.7
2008,Мужчины,Luxembourg,78.1
2009,Мужчины,Luxembourg,78.1
2010,Мужчины,Luxembourg,77.9
2011,Мужчины,Luxembourg,78.5
2012,Мужчины,Luxembourg,79.1
2013,Мужчины,Luxembourg,79.8
2014,Мужчины,Luxembourg,79.4
2015,Мужчины,Luxembourg,80.0
2016,Мужчины,Luxembourg,80.1
2017,Мужчины,Luxembourg,79.9
2018,Мужчины,Luxembourg,80.1
2019,Мужчины,Luxembourg,80.2
2020,Мужчины,Luxembourg,79.9
2021,Мужчины,Luxembourg,80.7
1998,Женщины,Malta,80.2
1999,Женщины,Malta,79.6
2000,Женщины,Malta,80.5
2001,Женщины,Malta,81.2
2002,Женщины,Malta,81.3
2003,Женщины,Malta,80.8
2004,Женщины,Malta,81.2
2005,Женщины,Malta,81.4
2006,Женщины,Malta,82.0
2007,Женщины,Malta,82.2
2008,Женщины,Malta,82.3
2009,Женщины,Malta,82.7
2010,Женщины,Malta,83.6
2011,Женщины,Malta,83.0
2012,Женщины,Malta,83.0
2013,Женщины,Malta,84.0
2014,Женщины,Malta,84.3
2015,Женщины,Malta,84.1
2016,Женщины,Malta,84.4
2017,Женщины,Malta,84.6
2018,Женщины,Malta,84.6
2019,Женщины,Malta,84.6
2020,Женщины,Malta,84.5
2021,Женщины,Malta,84.5
1998,Всего,Malta,77.58780488
1999,Всего,Malta,77.5
2000,Всего,Malta,78.34878049
2001,Всего,Malta,78.84390244
2002,Всего,Malta,78.73902439
2003,Всего,Malta,78.54634146
2004,Всего,Malta,79.25365854
2005,Всего,Malta,79.3
2006,Всего,Malta,79.43902439
2007,Всего,Malta,79.79268293
2008,Всего,Malta,79.63658537
2009,Всего,Malta,80.24146341
2010,Всего,Malta,81.39756098
2011,Всего,Malta,80.74634146
2012,Всего,Malta,80.74634146
2013,Всего,Malta,81.74634146
2014,Всего,Malta,82.04634146
2015,Всего,Malta,81.89756098
2016,Всего,Malta,82.45365854
2017,Всего,Malta,82.34634146
2018,Всего,Malta,82.44878049
2019,Всего,Malta,82.85853659
2020,Всего,Malta,82.34878049
2021,Всего,Malta,82.86097561
1998,Мужчины,Malta,75.1
1999,Мужчины,Malta,75.5
2000,Мужчины,Malta,76.3
2001,Мужчины,Malta,76.6
2002,Мужчины,Malta,76.3
2003,Мужчины,Malta,76.4
2004,Мужчины,Malta,77.4
2005,Мужчины,Malta,77.3
2006,Мужчины,Malta,77.0
2007,Мужчины,Malta,77.5
2008,Мужчины,Malta,77.1
2009,Мужчины,Malta,77.9
2010,Мужчины,Malta,79.3
2011,Мужчины,Malta,78.6
2012,Мужчины,Malta,78.6
2013,Мужчины,Malta,79.6
2014,Мужчины,Malta,79.9
2015,Мужчины,Malta,79.8
2016,Мужчины,Malta,80.6
2017,Мужчины,Malta,80.2
2018,Мужчины,Malta,80.4
2019,Мужчины,Malta,81.2
2020,Мужчины,Malta,80.3
2021,Мужчины,Malta,81.3
1998,Женщины,Netherlands,80.7
1999,Женщины,Netherlands,80.5
2000,Женщины,Netherlands,80.6
2001,Женщины,Netherlands,80.7
2002,Женщины,Netherlands,80.7
2003,Женщины,Netherlands,80.9
2004,Женщины,Netherlands,81.4
2005,Женщины,Netherlands,81.6
2006,Женщины,Netherlands,81.9
2007,Женщины,Netherlands,82.3
2008,Женщины,Netherlands,82.3
2009,Женщины,Netherlands,82.7
2010,Женщины,Netherlands,82.7
2011,Женщины,Netherlands,83.1
2012,Женщины,Netherlands,83.0
2013,Женщины,Netherlands,83.2
2014,Женщины,Netherlands,83.5
2015,Женщины,Netherlands,83.2
2016,Женщины,Netherlands,83.2
2017,Женщины,Netherlands,83.4
2018,Женщины,Netherlands,83.4
2019,Женщины,Netherlands,83.7
2020,Женщины,Netherlands,83.1
2021,Женщины,Netherlands,83.1
1998,Всего,Netherlands,77.88292683
1999,Всего,Netherlands,77.83658537
2000,Всего,Netherlands,77.98780488
2001,Всего,Netherlands,78.1902439
2002,Всего,Netherlands,78.29268293
2003,Всего,Netherlands,78.49268293
2004,Всего,Netherlands,79.09512195
2005,Всего,Netherlands,79.34634146
2006,Всего,Netherlands,79.69756098
2007,Всего,Netherlands,80.09756098
2008,Всего,Netherlands,80.25121951
2009,Всего,Netherlands,80.54878049
2010,Всего,Netherlands,80.70243902
2011,Всего,Netherlands,81.20487805
2012,Всего,Netherlands,81.10487805
2013,Всего,Netherlands,81.30487805
2014,Всего,Netherlands,81.70731707
2015,Всего,Netherlands,81.5097561
2016,Всего,Netherlands,81.56097561
2017,Всего,Netherlands,81.76097561
2018,Всего,Netherlands,81.81219512
2019,Всего,Netherlands,82.11219512
2020,Всего,Netherlands,81.35853659
2021,Всего,Netherlands,81.46097561
1998,Мужчины,Netherlands,75.2
1999,Мужчины,Netherlands,75.3
2000,Мужчины,Netherlands,75.5
2001,Мужчины,Netherlands,75.8
2002,Мужчины,Netherlands,76.0
2003,Мужчины,Netherlands,76.2
2004,Мужчины,Netherlands,76.9
2005,Мужчины,Netherlands,77.2
2006,Мужчины,Netherlands,77.6
2007,Мужчины,Netherlands,78.0
2008,Мужчины,Netherlands,78.3
2009,Мужчины,Netherlands,78.5
2010,Мужчины,Netherlands,78.8
2011,Мужчины,Netherlands,79.4
2012,Мужчины,Netherlands,79.3
2013,Мужчины,Netherlands,79.5
2014,Мужчины,Netherlands,80.0
2015,Мужчины,Netherlands,79.9
2016,Мужчины,Netherlands,80.0
2017,Мужчины,Netherlands,80.2
2018,Мужчины,Netherlands,80.3
2019,Мужчины,Netherlands,80.6
2020,Мужчины,Netherlands,79.7
2021,Мужчины,Netherlands,79.9
1998,Женщины,Norway,81.3
1999,Женщины,Norway,81.1
2000,Женщины,Norway,81.4
2001,Женщины,Norway,81.5
2002,Женщины,Norway,81.6
2003,Женщины,Norway,81.9
2004,Женщины,Norway,82.3
2005,Женщины,Norway,82.5
2006,Женщины,Norway,82.7
2007,Женщины,Norway,82.7
2008,Женщины,Norway,83.0
2009,Женщины,Norway,83.1
2010,Женщины,Norway,83.2
2011,Женщины,Norway,83.6
2012,Женщины,Norway,83.5
2013,Женщины,Norway,83.8
2014,Женщины,Norway,84.2
2015,Женщины,Norway,84.2
2016,Женщины,Norway,84.2
2017,Женщины,Norway,84.3
2018,Женщины,Norway,84.5
2019,Женщины,Norway,84.7
2020,Женщины,Norway,84.9
2021,Женщины,Norway,84.7
1998,Всего,Norway,78.32926829
1999,Всего,Norway,78.28292683
2000,Всего,Norway,78.63414634
2001,Всего,Norway,78.78536585
2002,Всего,Norway,78.98780488
2003,Всего,Norway,79.3902439
2004,Всего,Norway,79.84146341
2005,Всего,Norway,80.04146341
2006,Всего,Norway,80.34390244
2007,Всего,Norway,80.39512195
2008,Всего,Norway,80.59268293
2009,Всего,Norway,80.79512195
2010,Всего,Norway,80.99756098
2011,Всего,Norway,81.29512195
2012,Всего,Norway,81.45121951
2013,Всего,Norway,81.75121951
2014,Всего,Norway,82.1
2015,Всего,Norway,82.30487805
2016,Всего,Norway,82.40731707
2017,Всего,Norway,82.6097561
2018,Всего,Norway,82.75853659
2019,Всего,Norway,82.95853659
2020,Всего,Norway,83.2097561
2021,Всего,Norway,83.16341463
1998,Мужчины,Norway,75.5
1999,Мужчины,Norway,75.6
2000,Мужчины,Norway,76.0
2001,Мужчины,Norway,76.2
2002,Мужчины,Norway,76.5
2003,Мужчины,Norway,77.0
2004,Мужчины,Norway,77.5
2005,Мужчины,Norway,77.7
2006,Мужчины,Norway,78.1
2007,Мужчины,Norway,78.2
2008,Мужчины,Norway,78.3
2009,Мужчины,Norway,78.6
2010,Мужчины,Norway,78.9
2011,Мужчины,Norway,79.1
2012,Мужчины,Norway,79.5
2013,Мужчины,Norway,79.8
2014,Мужчины,Norway,80.1
2015,Мужчины,Norway,80.5
2016,Мужчины,Norway,80.7
2017,Мужчины,Norway,81.0
2018,Мужчины,Norway,81.1
2019,Мужчины,Norway,81.3
2020,Мужчины,Norway,81.6
2021,Мужчины,Norway,81.7
1998,Женщины,Poland,77.3
1999,Женщины,Poland,77.5
2000,Женщины,Poland,78.0
2001,Женщины,Poland,78.4
2002,Женщины,Poland,78.8
2003,Женщины,Poland,78.9
2004,Женщины,Poland,79.2
2005,Женщины,Poland,79.4
2006,Женщины,Poland,79.6
2007,Женщины,Poland,79.7
2008,Женщины,Poland,80.0
2009,Женщины,Poland,80.1
